twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,columnTiling,rowTiling,Threads,ArnrMaxFrames,ArnrStrength,Performance-
0,1,0,0,1,1,0,0,0,1,1,4,15,3,57934.2
0,1,0,0,1,1,0,0,0,1,1,8,15,3,57904.6
0,1,0,0,1,1,0,0,0,1,1,1,0,6,95294.2
0,1,0,0,1,1,0,0,0,1,1,2,0,6,57986.6
0,1,0,0,1,1,0,0,0,1,1,4,0,6,58003.8
0,1,0,0,1,1,0,0,0,1,1,8,0,6,57926.0
0,1,0,0,1,1,0,0,0,1,1,1,5,6,95653.0
0,1,0,0,1,1,0,0,0,1,1,2,5,6,58121.0
0,1,0,0,1,1,0,0,0,1,1,4,5,6,58149.2
0,1,0,0,1,1,0,0,0,1,1,8,5,6,58044.4
0,1,0,0,1,1,0,0,0,1,1,1,15,6,95266.2
0,1,0,0,1,1,0,0,0,1,1,2,15,6,58110.2
0,1,0,0,1,1,0,0,0,1,1,4,15,6,58244.0
0,1,0,0,1,1,0,0,0,1,1,8,15,6,57945.2
0,1,0,0,1,1,0,0,1,0,0,1,0,0,95351.2
0,1,0,0,1,1,0,0,1,0,0,2,0,0,95343.2
0,1,0,0,1,1,0,0,1,0,0,4,0,0,95284.8
0,1,0,0,1,1,0,0,1,0,0,8,0,0,95187.0
0,1,0,0,1,1,0,0,1,0,0,1,5,0,95536.0
0,1,0,0,1,1,0,0,1,0,0,2,5,0,95324.8
0,1,0,0,1,1,0,0,1,0,0,4,5,0,95512.4
0,1,0,0,1,1,0,0,1,0,0,8,5,0,95335.8
0,1,0,0,1,1,0,0,1,0,0,1,15,0,95629.0
0,1,0,0,1,1,0,0,1,0,0,2,15,0,95193.0
0,1,0,0,1,1,0,0,1,0,0,4,15,0,95315.8
0,1,0,0,1,1,0,0,1,0,0,8,15,0,95296.6
0,1,0,0,1,1,0,0,1,0,0,1,0,3,95546.4
0,1,0,0,1,1,0,0,1,0,0,2,0,3,95308.0
0,1,0,0,1,1,0,0,1,0,0,4,0,3,95291.6
0,1,0,0,1,1,0,0,1,0,0,8,0,3,95395.0
0,1,0,0,1,1,0,0,1,0,0,1,5,3,94904.2
0,1,0,0,1,1,0,0,1,0,0,2,5,3,95421.8
0,1,0,0,1,1,0,0,1,0,0,4,5,3,95595.8
0,1,0,0,1,1,0,0,1,0,0,8,5,3,95018.4
0,1,0,0,1,1,0,0,1,0,0,1,15,3,95076.6
0,1,0,0,1,1,0,0,1,0,0,2,15,3,95503.6
0,1,0,0,1,1,0,0,1,0,0,4,15,3,95381.6
0,1,0,0,1,1,0,0,1,0,0,8,15,3,95770.4
0,1,0,0,1,1,0,0,1,0,0,1,0,6,95712.6
0,1,0,0,1,1,0,0,1,0,0,2,0,6,95381.2
0,1,0,0,1,1,0,0,1,0,0,4,0,6,95182.0
0,1,0,0,1,1,0,0,1,0,0,8,0,6,95492.6
0,1,0,0,1,1,0,0,1,0,0,1,5,6,95394.6
0,1,0,0,1,1,0,0,1,0,0,2,5,6,95741.2
0,1,0,0,1,1,0,0,1,0,0,4,5,6,94953.6
0,1,0,0,1,1,0,0,1,0,0,8,5,6,95513.2
0,1,0,0,1,1,0,0,1,0,0,1,15,6,95463.8
0,1,0,0,1,1,0,0,1,0,0,2,15,6,95655.0
0,1,0,0,1,1,0,0,1,0,0,4,15,6,95216.6
0,1,0,0,1,1,0,0,1,0,0,8,15,6,95307.0
0,1,0,0,1,1,0,0,1,0,1,1,0,0,95203.2
0,1,0,0,1,1,0,0,1,0,1,2,0,0,95116.0
0,1,0,0,1,1,0,0,1,0,1,4,0,0,95364.0
0,1,0,0,1,1,0,0,1,0,1,8,0,0,95257.8
0,1,0,0,1,1,0,0,1,0,1,1,5,0,95229.4
0,1,0,0,1,1,0,0,1,0,1,2,5,0,95398.2
0,1,0,0,1,1,0,0,1,0,1,4,5,0,95181.0
0,1,0,0,1,1,0,0,1,0,1,8,5,0,94992.6
0,1,0,0,1,1,0,0,1,0,1,1,15,0,95344.0
0,1,0,0,1,1,0,0,1,0,1,2,15,0,95440.0
0,1,0,0,1,1,0,0,1,0,1,4,15,0,95149.6
0,1,0,0,1,1,0,0,1,0,1,8,15,0,95164.8
0,1,0,0,1,1,0,0,1,0,1,1,0,3,95399.0
0,1,0,0,1,1,0,0,1,0,1,2,0,3,95419.6
0,1,0,0,1,1,0,0,1,0,1,4,0,3,95205.4
0,1,0,0,1,1,0,0,1,0,1,8,0,3,95718.2
0,1,0,0,1,1,0,0,1,0,1,1,5,3,94836.4
0,1,0,0,1,1,0,0,1,0,1,2,5,3,95429.4
0,1,0,0,1,1,0,0,1,0,1,4,5,3,95390.6
0,1,0,0,1,1,0,0,1,0,1,8,5,3,95386.4
0,1,0,0,1,1,0,0,1,0,1,1,15,3,95127.0
0,1,0,0,1,1,0,0,1,0,1,2,15,3,95283.8
0,1,0,0,1,1,0,0,1,0,1,4,15,3,95428.2
0,1,0,0,1,1,0,0,1,0,1,8,15,3,95261.4
0,1,0,0,1,1,0,0,1,0,1,1,0,6,95116.2
0,1,0,0,1,1,0,0,1,0,1,2,0,6,95243.0
0,1,0,0,1,1,0,0,1,0,1,4,0,6,95669.2
0,1,0,0,1,1,0,0,1,0,1,8,0,6,95592.2
0,1,0,0,1,1,0,0,1,0,1,1,5,6,95411.2
0,1,0,0,1,1,0,0,1,0,1,2,5,6,94924.4
0,1,0,0,1,1,0,0,1,0,1,4,5,6,95354.4
0,1,0,0,1,1,0,0,1,0,1,8,5,6,95753.2
0,1,0,0,1,1,0,0,1,0,1,1,15,6,95482.8
0,1,0,0,1,1,0,0,1,0,1,2,15,6,95128.6
0,1,0,0,1,1,0,0,1,0,1,4,15,6,95591.8
0,1,0,0,1,1,0,0,1,0,1,8,15,6,95209.6
0,1,0,0,1,1,0,0,1,1,0,1,0,0,95367.2
0,1,0,0,1,1,0,0,1,1,0,2,0,0,58100.0
0,1,0,0,1,1,0,0,1,1,0,4,0,0,57881.6
0,1,0,0,1,1,0,0,1,1,0,8,0,0,58025.8
0,1,0,0,1,1,0,0,1,1,0,1,5,0,95071.6
0,1,0,0,1,1,0,0,1,1,0,2,5,0,58214.0
0,1,0,0,1,1,0,0,1,1,0,4,5,0,58141.2
0,1,0,0,1,1,0,0,1,1,0,8,5,0,58198.0
0,1,0,0,1,1,0,0,1,1,0,1,15,0,95037.6
0,1,0,0,1,1,0,0,1,1,0,2,15,0,58125.6
0,1,0,0,1,1,0,0,1,1,0,4,15,0,57943.8
0,1,0,0,1,1,0,0,1,1,0,8,15,0,58135.8
0,1,0,0,1,1,0,0,1,1,0,1,0,3,95216.6
0,1,0,0,1,1,0,0,1,1,0,2,0,3,57854.0
0,1,0,0,1,1,0,0,1,1,0,4,0,3,58100.0
0,1,0,0,1,1,0,0,1,1,0,8,0,3,58188.6
0,1,0,0,1,1,0,0,1,1,0,1,5,3,95136.6
0,1,0,0,1,1,0,0,1,1,0,2,5,3,58171.4
0,1,0,0,1,1,0,0,1,1,0,4,5,3,57979.6
0,1,0,0,1,1,0,0,1,1,0,8,5,3,57822.0
0,1,0,0,1,1,0,0,1,1,0,1,15,3,95219.4
0,1,0,0,1,1,0,0,1,1,0,2,15,3,58162.8
0,1,0,0,1,1,0,0,1,1,0,4,15,3,57975.8
0,1,0,0,1,1,0,0,1,1,0,8,15,3,57878.0
0,1,0,0,1,1,0,0,1,1,0,1,0,6,95113.8
0,1,0,0,1,1,0,0,1,1,0,2,0,6,58070.4
0,1,0,0,1,1,0,0,1,1,0,4,0,6,58082.0
0,1,0,0,1,1,0,0,1,1,0,8,0,6,58209.0
0,1,0,0,1,1,0,0,1,1,0,1,5,6,94945.8
0,1,0,0,1,1,0,0,1,1,0,2,5,6,58175.2
0,1,0,0,1,1,0,0,1,1,0,4,5,6,57982.8
0,1,0,0,1,1,0,0,1,1,0,8,5,6,58151.6
0,1,0,0,1,1,0,0,1,1,0,1,15,6,95032.4
0,1,0,0,1,1,0,0,1,1,0,2,15,6,58189.2
0,1,0,0,1,1,0,0,1,1,0,4,15,6,57920.6
0,1,0,0,1,1,0,0,1,1,0,8,15,6,58148.4
0,1,0,0,1,1,0,0,1,1,1,1,0,0,95350.4
0,1,0,0,1,1,0,0,1,1,1,2,0,0,58130.6
0,1,0,0,1,1,0,0,1,1,1,4,0,0,58057.0
0,1,0,0,1,1,0,0,1,1,1,8,0,0,58083.8
0,1,0,0,1,1,0,0,1,1,1,1,5,0,95143.8
0,1,0,0,1,1,0,0,1,1,1,2,5,0,57892.4
0,1,0,0,1,1,0,0,1,1,1,4,5,0,58043.8
0,1,0,0,1,1,0,0,1,1,1,8,5,0,57757.8
0,1,0,0,1,1,0,0,1,1,1,1,15,0,95170.4
0,1,0,0,1,1,0,0,1,1,1,2,15,0,58072.4
0,1,0,0,1,1,0,0,1,1,1,4,15,0,58029.4
0,1,0,0,1,1,0,0,1,1,1,8,15,0,58012.0
0,1,0,0,1,1,0,0,1,1,1,1,0,3,95039.4
0,1,0,0,1,1,0,0,1,1,1,2,0,3,57936.6
0,1,0,0,1,1,0,0,1,1,1,4,0,3,58008.2
0,1,0,0,1,1,0,0,1,1,1,8,0,3,57939.2
0,1,0,0,1,1,0,0,1,1,1,1,5,3,94961.0
0,1,0,0,1,1,0,0,1,1,1,2,5,3,58083.2
0,1,0,0,1,1,0,0,1,1,1,4,5,3,58273.6
0,1,0,0,1,1,0,0,1,1,1,8,5,3,57914.4
0,1,0,0,1,1,0,0,1,1,1,1,15,3,95235.2
0,1,0,0,1,1,0,0,1,1,1,2,15,3,58099.6
0,1,0,0,1,1,0,0,1,1,1,4,15,3,57995.4
0,1,0,0,1,1,0,0,1,1,1,8,15,3,58066.0
0,1,0,0,1,1,0,0,1,1,1,1,0,6,95029.8
0,1,0,0,1,1,0,0,1,1,1,2,0,6,58035.8
0,1,0,0,1,1,0,0,1,1,1,4,0,6,57789.2
0,1,0,0,1,1,0,0,1,1,1,8,0,6,57961.0
0,1,0,0,1,1,0,0,1,1,1,1,5,6,95222.8
0,1,0,0,1,1,0,0,1,1,1,2,5,6,57926.8
0,1,0,0,1,1,0,0,1,1,1,4,5,6,58189.6
0,1,0,0,1,1,0,0,1,1,1,8,5,6,58234.2
0,1,0,0,1,1,0,0,1,1,1,1,15,6,95614.4
0,1,0,0,1,1,0,0,1,1,1,2,15,6,57964.8
0,1,0,0,1,1,0,0,1,1,1,4,15,6,57883.8
0,1,0,0,1,1,0,0,1,1,1,8,15,6,58129.8
0,1,0,1,0,0,0,0,0,0,0,1,0,0,46101.8
0,1,0,1,0,0,0,0,0,0,0,2,0,0,46108.8
0,1,0,1,0,0,0,0,0,0,0,4,0,0,45996.6
0,1,0,1,0,0,0,0,0,0,0,8,0,0,46173.2
0,1,0,1,0,0,0,0,0,0,0,1,5,0,46161.2
0,1,0,1,0,0,0,0,0,0,0,2,5,0,46163.8
0,1,0,1,0,0,0,0,0,0,0,4,5,0,46055.8
0,1,0,1,0,0,0,0,0,0,0,8,5,0,46144.8
0,1,0,1,0,0,0,0,0,0,0,1,15,0,46058.6
0,1,0,1,0,0,0,0,0,0,0,2,15,0,46124.8
0,1,0,1,0,0,0,0,0,0,0,4,15,0,46056.4
0,1,0,1,0,0,0,0,0,0,0,8,15,0,46233.0
0,1,0,1,0,0,0,0,0,0,0,1,0,3,45952.2
0,1,0,1,0,0,0,0,0,0,0,2,0,3,46103.8
0,1,0,1,0,0,0,0,0,0,0,4,0,3,46201.8
0,1,0,1,0,0,0,0,0,0,0,8,0,3,46072.8
0,1,0,1,0,0,0,0,0,0,0,1,5,3,46090.8
0,1,0,1,0,0,0,0,0,0,0,2,5,3,46189.0
0,1,0,1,0,0,0,0,0,0,0,4,5,3,46186.0
0,1,0,1,0,0,0,0,0,0,0,8,5,3,46120.2
0,1,0,1,0,0,0,0,0,0,0,1,15,3,46135.8
0,1,0,1,0,0,0,0,0,0,0,2,15,3,45998.8
0,1,0,1,0,0,0,0,0,0,0,4,15,3,46150.4
0,1,0,1,0,0,0,0,0,0,0,8,15,3,46173.8
0,1,0,1,0,0,0,0,0,0,0,1,0,6,46017.4
0,1,0,1,0,0,0,0,0,0,0,2,0,6,46084.8
0,1,0,1,0,0,0,0,0,0,0,4,0,6,46201.0
0,1,0,1,0,0,0,0,0,0,0,8,0,6,46168.2
0,1,0,1,0,0,0,0,0,0,0,1,5,6,46093.6
0,1,0,1,0,0,0,0,0,0,0,2,5,6,46297.8
0,1,0,1,0,0,0,0,0,0,0,4,5,6,46230.0
0,1,0,1,0,0,0,0,0,0,0,8,5,6,46242.6
0,1,0,1,0,0,0,0,0,0,0,1,15,6,46010.0
0,1,0,1,0,0,0,0,0,0,0,2,15,6,46108.2
0,1,0,1,0,0,0,0,0,0,0,4,15,6,46068.8
0,1,0,1,0,0,0,0,0,0,0,8,15,6,46270.8
0,1,0,1,0,0,0,0,0,0,1,1,0,0,46106.8
0,1,0,1,0,0,0,0,0,0,1,2,0,0,46161.4
0,1,0,1,0,0,0,0,0,0,1,4,0,0,46181.8
0,1,0,1,0,0,0,0,0,0,1,8,0,0,46104.6
0,1,0,1,0,0,0,0,0,0,1,1,5,0,46084.8
0,1,0,1,0,0,0,0,0,0,1,2,5,0,46185.2
0,1,0,1,0,0,0,0,0,0,1,4,5,0,46238.6
0,1,0,1,0,0,0,0,0,0,1,8,5,0,46151.0
0,1,0,1,0,0,0,0,0,0,1,1,15,0,45978.8
0,1,0,1,0,0,0,0,0,0,1,2,15,0,46124.8
0,1,0,1,0,0,0,0,0,0,1,4,15,0,46254.2
0,1,0,1,0,0,0,0,0,0,1,8,15,0,46025.6
0,1,0,1,0,0,0,0,0,0,1,1,0,3,46169.2
0,1,0,1,0,0,0,0,0,0,1,2,0,3,46175.6
0,1,0,1,0,0,0,0,0,0,1,4,0,3,45990.2
0,1,0,1,0,0,0,0,0,0,1,8,0,3,45917.6
0,1,0,1,0,0,0,0,0,0,1,1,5,3,46132.8
0,1,0,1,0,0,0,0,0,0,1,2,5,3,46242.2
0,1,0,1,0,0,0,0,0,0,1,4,5,3,46201.6
0,1,0,1,0,0,0,0,0,0,1,8,5,3,46222.8
0,1,0,1,0,0,0,0,0,0,1,1,15,3,46120.4
0,1,0,1,0,0,0,0,0,0,1,2,15,3,46116.8
0,1,0,1,0,0,0,0,0,0,1,4,15,3,46442.6
0,1,0,1,0,0,0,0,0,0,1,8,15,3,46191.6
0,1,0,1,0,0,0,0,0,0,1,1,0,6,46077.6
0,1,0,1,0,0,0,0,0,0,1,2,0,6,46104.4
0,1,0,1,0,0,0,0,0,0,1,4,0,6,46323.0
0,1,0,1,0,0,0,0,0,0,1,8,0,6,46282.8
0,1,0,1,0,0,0,0,0,0,1,1,5,6,46232.4
0,1,0,1,0,0,0,0,0,0,1,2,5,6,46122.8
0,1,0,1,0,0,0,0,0,0,1,4,5,6,46198.8
0,1,0,1,0,0,0,0,0,0,1,8,5,6,46283.6
0,1,0,1,0,0,0,0,0,0,1,1,15,6,46186.8
0,1,0,1,0,0,0,0,0,0,1,2,15,6,46109.6
0,1,0,1,0,0,0,0,0,0,1,4,15,6,46050.8
0,1,0,1,0,0,0,0,0,0,1,8,15,6,46189.0
0,1,0,1,0,0,0,0,0,1,0,1,0,0,46364.6
0,1,0,1,0,0,0,0,0,1,0,2,0,0,28659.8
0,1,0,1,0,0,0,0,0,1,0,4,0,0,28609.6
0,1,0,1,0,0,0,0,0,1,0,8,0,0,28796.2
0,1,0,1,0,0,0,0,0,1,0,1,5,0,46266.8
0,1,0,1,0,0,0,0,0,1,0,2,5,0,28893.4
0,1,0,1,0,0,0,0,0,1,0,4,5,0,28649.2
0,1,0,1,0,0,0,0,0,1,0,8,5,0,28602.6
0,1,0,1,0,0,0,0,0,1,0,1,15,0,46242.0
0,1,0,1,0,0,0,0,0,1,0,2,15,0,28730.8
0,1,0,1,0,0,0,0,0,1,0,4,15,0,28715.4
0,1,0,1,0,0,0,0,0,1,0,8,15,0,28596.4
0,1,0,1,0,0,0,0,0,1,0,1,0,3,46106.2
0,1,0,1,0,0,0,0,0,1,0,2,0,3,28674.8
0,1,0,1,0,0,0,0,0,1,0,4,0,3,28728.8
0,1,0,1,0,0,0,0,0,1,0,8,0,3,28699.4
0,1,0,1,0,0,0,0,0,1,0,1,5,3,46188.4
0,1,0,1,0,0,0,0,0,1,0,2,5,3,28682.2
0,1,0,1,0,0,0,0,0,1,0,4,5,3,28713.8
0,1,0,1,0,0,0,0,0,1,0,8,5,3,28754.6
0,1,0,1,0,0,0,0,0,1,0,1,15,3,46113.8
0,1,0,1,0,0,0,0,0,1,0,2,15,3,28706.4
0,1,0,1,0,0,0,0,0,1,0,4,15,3,28758.0
0,1,0,1,0,0,0,0,0,1,0,8,15,3,28782.8
0,1,0,1,0,0,0,0,0,1,0,1,0,6,46163.0
0,1,0,1,0,0,0,0,0,1,0,2,0,6,28716.6
0,1,0,1,0,0,0,0,0,1,0,4,0,6,28717.2
0,1,0,1,0,0,0,0,0,1,0,8,0,6,28647.8
0,1,0,1,0,0,0,0,0,1,0,1,5,6,46311.4
0,1,0,1,0,0,0,0,0,1,0,2,5,6,28627.8
0,1,0,1,0,0,0,0,0,1,0,4,5,6,28731.2
0,1,0,1,0,0,0,0,0,1,0,8,5,6,28708.6
0,1,0,1,0,0,0,0,0,1,0,1,15,6,46276.2
0,1,0,1,0,0,0,0,0,1,0,2,15,6,28712.4
0,1,0,1,0,0,0,0,0,1,0,4,15,6,28775.4
0,1,0,1,0,0,0,0,0,1,0,8,15,6,28828.4
0,1,0,1,0,0,0,0,0,1,1,1,0,0,45909.6
0,1,0,1,0,0,0,0,0,1,1,2,0,0,28647.8
0,1,0,1,0,0,0,0,0,1,1,4,0,0,28884.6
0,1,0,1,0,0,0,0,0,1,1,8,0,0,28594.0
0,1,0,1,0,0,0,0,0,1,1,1,5,0,46004.4
0,1,0,1,0,0,0,0,0,1,1,2,5,0,28785.8
0,1,0,1,0,0,0,0,0,1,1,4,5,0,28645.2
0,1,0,1,0,0,0,0,0,1,1,8,5,0,28751.0
0,1,0,1,0,0,0,0,0,1,1,1,15,0,46186.4
0,1,0,1,0,0,0,0,0,1,1,2,15,0,28635.8
0,1,0,1,0,0,0,0,0,1,1,4,15,0,28727.6
0,1,0,1,0,0,0,0,0,1,1,8,15,0,28631.4
0,1,0,1,0,0,0,0,0,1,1,1,0,3,46040.4
0,1,0,1,0,0,0,0,0,1,1,2,0,3,28789.6
0,1,0,1,0,0,0,0,0,1,1,4,0,3,28778.8
0,1,0,1,0,0,0,0,0,1,1,8,0,3,28658.4
0,1,0,1,0,0,0,0,0,1,1,1,5,3,46066.0
0,1,0,1,0,0,0,0,0,1,1,2,5,3,28742.4
0,1,0,1,0,0,0,0,0,1,1,4,5,3,28652.8
0,1,0,1,0,0,0,0,0,1,1,8,5,3,28667.4
0,1,0,1,0,0,0,0,0,1,1,1,15,3,46130.4
0,1,0,1,0,0,0,0,0,1,1,2,15,3,28587.4
0,1,0,1,0,0,0,0,0,1,1,4,15,3,28671.2
0,1,0,1,0,0,0,0,0,1,1,8,15,3,28614.8
0,1,0,1,0,0,0,0,0,1,1,1,0,6,46192.0
0,1,0,1,0,0,0,0,0,1,1,2,0,6,28696.4
0,1,0,1,0,0,0,0,0,1,1,4,0,6,28721.8
0,1,0,1,0,0,0,0,0,1,1,8,0,6,28611.8
0,1,0,1,0,0,0,0,0,1,1,1,5,6,46071.4
0,1,0,1,0,0,0,0,0,1,1,2,5,6,28624.4
0,1,0,1,0,0,0,0,0,1,1,4,5,6,28629.6
0,1,0,1,0,0,0,0,0,1,1,8,5,6,28640.6
0,1,0,1,0,0,0,0,0,1,1,1,15,6,46062.4
0,1,0,1,0,0,0,0,0,1,1,2,15,6,28730.6
0,1,0,1,0,0,0,0,0,1,1,4,15,6,28655.0
0,1,0,1,0,0,0,0,0,1,1,8,15,6,28627.8
0,1,0,1,0,0,0,0,1,0,0,1,0,0,46076.6
0,1,0,1,0,0,0,0,1,0,0,2,0,0,46328.0
0,1,0,1,0,0,0,0,1,0,0,4,0,0,46166.2
0,1,0,1,0,0,0,0,1,0,0,8,0,0,46203.8
0,1,0,1,0,0,0,0,1,0,0,1,5,0,46143.2
0,1,0,1,0,0,0,0,1,0,0,2,5,0,46262.6
0,1,0,1,0,0,0,0,1,0,0,4,5,0,46254.2
0,1,0,1,0,0,0,0,1,0,0,8,5,0,46224.4
0,1,0,1,0,0,0,0,1,0,0,1,15,0,46109.0
0,1,0,1,0,0,0,0,1,0,0,2,15,0,46173.0
0,1,0,1,0,0,0,0,1,0,0,4,15,0,46138.2
0,1,0,1,0,0,0,0,1,0,0,8,15,0,46208.4
0,1,0,1,0,0,0,0,1,0,0,1,0,3,46167.8
0,1,0,1,0,0,0,0,1,0,0,2,0,3,46087.8
0,1,0,1,0,0,0,0,1,0,0,4,0,3,46134.8
0,1,0,1,0,0,0,0,1,0,0,8,0,3,46235.4
0,1,0,1,0,0,0,0,1,0,0,1,5,3,46093.4
0,1,0,1,0,0,0,0,1,0,0,2,5,3,46068.2
0,1,0,1,0,0,0,0,1,0,0,4,5,3,46081.4
0,1,0,1,0,0,0,0,1,0,0,8,5,3,46102.6
0,1,0,1,0,0,0,0,1,0,0,1,15,3,46145.6
0,1,0,1,0,0,0,0,1,0,0,2,15,3,46203.8
0,1,0,1,0,0,0,0,1,0,0,4,15,3,46145.2
0,1,0,1,0,0,0,0,1,0,0,8,15,3,46186.6
0,1,0,1,0,0,0,0,1,0,0,1,0,6,46017.6
0,1,0,1,0,0,0,0,1,0,0,2,0,6,46308.4
0,1,0,1,0,0,0,0,1,0,0,4,0,6,46139.0
0,1,0,1,0,0,0,0,1,0,0,8,0,6,46230.8
0,1,0,1,0,0,0,0,1,0,0,1,5,6,46213.2
0,1,0,1,0,0,0,0,1,0,0,2,5,6,46058.8
0,1,0,1,0,0,0,0,1,0,0,4,5,6,46106.6
0,1,0,1,0,0,0,0,1,0,0,8,5,6,46072.4
0,1,0,1,0,0,0,0,1,0,0,1,15,6,46164.8
0,1,0,1,0,0,0,0,1,0,0,2,15,6,46221.0
0,1,0,1,0,0,0,0,1,0,0,4,15,6,46222.0
0,1,0,1,0,0,0,0,1,0,0,8,15,6,46356.2
0,1,0,1,0,0,0,0,1,0,1,1,0,0,46137.8
0,1,0,1,0,0,0,0,1,0,1,2,0,0,46230.2
0,1,0,1,0,0,0,0,1,0,1,4,0,0,46002.0
0,1,0,1,0,0,0,0,1,0,1,8,0,0,46309.4
0,1,0,1,0,0,0,0,1,0,1,1,5,0,46066.2
0,1,0,1,0,0,0,0,1,0,1,2,5,0,46300.8
0,1,0,1,0,0,0,0,1,0,1,4,5,0,46183.6
0,1,0,1,0,0,0,0,1,0,1,8,5,0,46247.4
0,1,0,1,0,0,0,0,1,0,1,1,15,0,46143.6
0,1,0,1,0,0,0,0,1,0,1,2,15,0,46134.0
0,1,0,1,0,0,0,0,1,0,1,4,15,0,46151.2
0,1,0,1,0,0,0,0,1,0,1,8,15,0,46128.6
0,1,0,1,0,0,0,0,1,0,1,1,0,3,46386.6
0,1,0,1,0,0,0,0,1,0,1,2,0,3,46122.0
0,1,0,1,0,0,0,0,1,0,1,4,0,3,46235.8
0,1,0,1,0,0,0,0,1,0,1,8,0,3,46028.4
0,1,0,1,0,0,0,0,1,0,1,1,5,3,46218.4
0,1,0,1,0,0,0,0,1,0,1,2,5,3,46275.0
0,1,0,1,0,0,0,0,1,0,1,4,5,3,46083.0
0,1,0,1,0,0,0,0,1,0,1,8,5,3,46196.6
0,1,0,1,0,0,0,0,1,0,1,1,15,3,46139.4
0,1,0,1,0,0,0,0,1,0,1,2,15,3,46223.8
0,1,0,1,0,0,0,0,1,0,1,4,15,3,46175.4
0,1,0,1,0,0,0,0,1,0,1,8,15,3,46303.2
0,1,0,1,0,0,0,0,1,0,1,1,0,6,46138.4
0,1,0,1,0,0,0,0,1,0,1,2,0,6,46069.0
0,1,0,1,0,0,0,0,1,0,1,4,0,6,46203.4
0,1,0,1,0,0,0,0,1,0,1,8,0,6,46194.6
0,1,0,1,0,0,0,0,1,0,1,1,5,6,46103.8
0,1,0,1,0,0,0,0,1,0,1,2,5,6,46050.4
0,1,0,1,0,0,0,0,1,0,1,4,5,6,46126.4
0,1,0,1,0,0,0,0,1,0,1,8,5,6,46010.8
0,1,0,1,0,0,0,0,1,0,1,1,15,6,46114.2
0,1,0,1,0,0,0,0,1,0,1,2,15,6,46097.8
0,1,0,1,0,0,0,0,1,0,1,4,15,6,46108.4
0,1,0,1,0,0,0,0,1,0,1,8,15,6,46105.2
0,1,0,1,0,0,0,0,1,1,0,1,0,0,46138.6
0,1,0,1,0,0,0,0,1,1,0,2,0,0,28691.2
0,1,0,1,0,0,0,0,1,1,0,4,0,0,28629.4
0,1,0,1,0,0,0,0,1,1,0,8,0,0,28753.2
0,1,0,1,0,0,0,0,1,1,0,1,5,0,46067.2
0,1,0,1,0,0,0,0,1,1,0,2,5,0,28684.2
0,1,0,1,0,0,0,0,1,1,0,4,5,0,28643.4
0,1,0,1,0,0,0,0,1,1,0,8,5,0,28512.8
0,1,0,1,0,0,0,0,1,1,0,1,15,0,46271.6
0,1,0,1,0,0,0,0,1,1,0,2,15,0,28630.0
0,1,0,1,0,0,0,0,1,1,0,4,15,0,28605.4
0,1,0,1,0,0,0,0,1,1,0,8,15,0,28700.2
0,1,0,1,0,0,0,0,1,1,0,1,0,3,46171.2
0,1,0,1,0,0,0,0,1,1,0,2,0,3,28803.4
0,1,0,1,0,0,0,0,1,1,0,4,0,3,28770.8
0,1,0,1,0,0,0,0,1,1,0,8,0,3,28470.8
0,1,0,1,0,0,0,0,1,1,0,1,5,3,46226.0
0,1,0,1,0,0,0,0,1,1,0,2,5,3,28755.8
0,1,0,1,0,0,0,0,1,1,0,4,5,3,28699.0
0,1,0,1,0,0,0,0,1,1,0,8,5,3,28615.0
0,1,0,1,0,0,0,0,1,1,0,1,15,3,46083.4
0,1,0,1,0,0,0,0,1,1,0,2,15,3,28773.4
0,1,0,1,0,0,0,0,1,1,0,4,15,3,28673.6
0,1,0,1,0,0,0,0,1,1,0,8,15,3,28657.8
0,1,0,1,0,0,0,0,1,1,0,1,0,6,46268.8
0,1,0,1,0,0,0,0,1,1,0,2,0,6,28722.6
0,1,0,1,0,0,0,0,1,1,0,4,0,6,28621.8
0,1,0,1,0,0,0,0,1,1,0,8,0,6,28788.4
0,1,0,1,0,0,0,0,1,1,0,1,5,6,46163.6
0,1,0,1,0,0,0,0,1,1,0,2,5,6,28653.8
0,1,0,1,0,0,0,0,1,1,0,4,5,6,28587.6
0,1,0,1,0,0,0,0,1,1,0,8,5,6,28699.8
0,1,0,1,0,0,0,0,1,1,0,1,15,6,46270.6
0,1,0,1,0,0,0,0,1,1,0,2,15,6,28607.0
0,1,0,1,0,0,0,0,1,1,0,4,15,6,28615.2
0,1,0,1,0,0,0,0,1,1,0,8,15,6,28764.2
0,1,0,1,0,0,0,0,1,1,1,1,0,0,46065.4
0,1,0,1,0,0,0,0,1,1,1,2,0,0,28636.2
0,1,0,1,0,0,0,0,1,1,1,4,0,0,28815.0
0,1,0,1,0,0,0,0,1,1,1,8,0,0,28622.0
0,1,0,1,0,0,0,0,1,1,1,1,5,0,46045.6
0,1,0,1,0,0,0,0,1,1,1,2,5,0,28676.0
0,1,0,1,0,0,0,0,1,1,1,4,5,0,28642.2
0,1,0,1,0,0,0,0,1,1,1,8,5,0,28682.2
0,1,0,1,0,0,0,0,1,1,1,1,15,0,46175.8
0,1,0,1,0,0,0,0,1,1,1,2,15,0,28693.4
0,1,0,1,0,0,0,0,1,1,1,4,15,0,28675.8
