Spout_wait,Spliters,Counters,Throughput+
1000,5,3,3126.8
1000,5,4,3122.8
1000,5,5,3158.9
1000,5,6,3393.4
1000,5,7,3257.4
1000,5,8,3154.5
1000,5,9,3033.4
1000,5,10,3246.4
1000,5,11,3286.9
1000,5,12,3404.9
1000,5,13,3243.1
1000,5,14,3115.9
1000,5,15,3213.4
1000,5,16,3099.8
1000,5,17,2985.2
1000,5,18,3117.1
1000,6,1,3037.1
1000,6,2,3207.9
1000,6,3,3173.7
1000,6,4,3206.2
1000,6,5,3243.1
1000,6,6,3196.8
1000,6,7,3115.5
1000,6,8,3297.9
1000,6,9,3425.3
1000,6,10,3136.4
1000,6,11,3341.7
1000,6,12,3307.0
1000,6,13,3438.6
1000,6,14,3250.2
1000,6,15,3185.1
1000,6,16,3304.3
1000,6,17,3377.4
1000,6,18,3271.9
10000,1,1,310.06
10000,1,2,339.76
10000,1,3,420.81
10000,1,4,365.31
10000,1,5,579.53
10000,1,6,433.29
10000,1,7,458.25
10000,1,8,515.12
10000,1,9,407.65
10000,1,10,460.81
10000,1,11,288.56
10000,1,12,365.07
10000,1,13,553.53
10000,1,14,512.44
10000,1,15,375.41
10000,1,16,394.88
10000,1,17,452.0
10000,1,18,402.53
10000,2,1,449.06
10000,2,2,488.69
10000,2,3,449.12
10000,2,4,564.53
10000,2,5,567.93
10000,2,6,600.81
10000,2,7,619.18
10000,2,8,470.94
10000,2,9,579.38
10000,2,10,559.75
10000,2,11,567.94
10000,2,12,582.82
10000,2,13,561.06
10000,2,14,558.38
10000,2,15,600.53
10000,2,16,628.94
10000,2,17,565.82
10000,2,18,575.38
10000,3,1,416.31
10000,3,2,434.0
10000,3,3,392.71
10000,3,4,681.59
10000,3,5,667.35
10000,3,6,586.88
10000,3,7,607.29
10000,3,8,671.12
10000,3,9,642.12
10000,3,10,717.75
10000,3,11,605.41
