journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,CacheSize,Cpu-
1,0,1,0,1,1,1,1,0,0,0,0,0,0,50,0.512,36.46816
1,0,1,0,1,1,1,1,0,0,0,0,0,0,100,0.512,36.384172
1,0,1,0,1,1,1,1,0,0,0,0,0,0,200,0.512,37.457064
1,0,1,0,1,1,1,1,0,0,0,0,0,0,500,0.512,36.889259
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1.024,46.628628
1,0,1,0,1,1,1,1,0,0,0,0,0,0,10,1.024,43.12532
1,0,1,0,1,1,1,1,0,0,0,0,0,0,50,1.024,36.995885
1,0,1,0,1,1,1,1,0,0,0,0,0,0,100,1.024,36.285451
1,0,1,0,1,1,1,1,0,0,0,0,0,0,200,1.024,36.009885
1,0,1,0,1,1,1,1,0,0,0,0,0,0,500,1.024,35.624593
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,2.048,46.89323
1,0,1,0,1,1,1,1,0,0,0,0,0,0,10,2.048,41.689515
1,0,1,0,1,1,1,1,0,0,0,0,0,0,50,2.048,37.287793
1,0,1,0,1,1,1,1,0,0,0,0,0,0,100,2.048,36.732563
1,0,1,0,1,1,1,1,0,0,0,0,0,0,200,2.048,37.39304
1,0,1,0,1,1,1,1,0,0,0,0,0,0,500,2.048,37.626298
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,4.096,46.820655
1,0,1,0,1,1,1,1,0,0,0,0,0,0,10,4.096,41.602022
1,0,1,0,1,1,1,1,0,0,0,0,0,0,50,4.096,38.777213
1,0,1,0,1,1,1,1,0,0,0,0,0,0,100,4.096,36.086176
1,0,1,0,1,1,1,1,0,0,0,0,0,0,200,4.096,37.953699
1,0,1,0,1,1,1,1,0,0,0,0,0,0,500,4.096,36.196219
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.256,46.552955
1,0,1,0,1,1,1,1,0,0,0,0,0,1,10,0.256,41.549737
1,0,1,0,1,1,1,1,0,0,0,0,0,1,50,0.256,38.004481
1,0,1,0,1,1,1,1,0,0,0,0,0,1,100,0.256,37.581918
1,0,1,0,1,1,1,1,0,0,0,0,0,1,200,0.256,37.061269
1,0,1,0,1,1,1,1,0,0,0,0,0,1,500,0.256,35.619826
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.512,46.553558
1,0,1,0,1,1,1,1,0,0,0,0,0,1,10,0.512,41.484228
1,0,1,0,1,1,1,1,0,0,0,0,0,1,50,0.512,36.758848
1,0,1,0,1,1,1,1,0,0,0,0,0,1,100,0.512,36.540378
1,0,1,0,1,1,1,1,0,0,0,0,0,1,200,0.512,37.148866
1,0,1,0,1,1,1,1,0,0,0,0,0,1,500,0.512,35.303704
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1.024,46.611446
1,0,1,0,1,1,1,1,0,0,0,0,0,1,10,1.024,43.286376
1,0,1,0,1,1,1,1,0,0,0,0,0,1,50,1.024,38.455143
1,0,1,0,1,1,1,1,0,0,0,0,0,1,100,1.024,37.471714
1,0,1,0,1,1,1,1,0,0,0,0,0,1,200,1.024,35.776685
1,0,1,0,1,1,1,1,0,0,0,0,0,1,500,1.024,35.561047
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,2.048,46.947058
1,0,1,0,1,1,1,1,0,0,0,0,0,1,10,2.048,41.3425
1,0,1,0,1,1,1,1,0,0,0,0,0,1,50,2.048,37.22769
1,0,1,0,1,1,1,1,0,0,0,0,0,1,100,2.048,35.971071
1,0,1,0,1,1,1,1,0,0,0,0,0,1,200,2.048,35.777407
1,0,1,0,1,1,1,1,0,0,0,0,0,1,500,2.048,35.338197
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,4.096,47.750308
1,0,1,0,1,1,1,1,0,0,0,0,0,1,10,4.096,43.045464
1,0,1,0,1,1,1,1,0,0,0,0,0,1,50,4.096,38.50191
1,0,1,0,1,1,1,1,0,0,0,0,0,1,100,4.096,37.193017
1,0,1,0,1,1,1,1,0,0,0,0,0,1,200,4.096,36.169118
1,0,1,0,1,1,1,1,0,0,0,0,0,1,500,4.096,36.186775
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.256,41.872662
1,0,1,0,1,0,1,1,0,1,0,0,0,0,10,0.256,39.136677
1,0,1,0,1,0,1,1,0,1,0,0,0,0,50,0.256,35.340763
1,0,1,0,1,0,1,1,0,1,0,0,0,0,100,0.256,34.512047
1,0,1,0,1,0,1,1,0,1,0,0,0,0,200,0.256,34.750569
1,0,1,0,1,0,1,1,0,1,0,0,0,0,500,0.256,32.392916
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.512,42.904525
1,0,1,0,1,0,1,1,0,1,0,0,0,0,10,0.512,38.723464
1,0,1,0,1,0,1,1,0,1,0,0,0,0,50,0.512,34.69806
1,0,1,0,1,0,1,1,0,1,0,0,0,0,100,0.512,33.147762
1,0,1,0,1,0,1,1,0,1,0,0,0,0,200,0.512,33.501267
1,0,1,0,1,0,1,1,0,1,0,0,0,0,500,0.512,33.285852
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1.024,42.01074
1,0,1,0,1,0,1,1,0,1,0,0,0,0,10,1.024,39.102362
1,0,1,0,1,0,1,1,0,1,0,0,0,0,50,1.024,35.278771
1,0,1,0,1,0,1,1,0,1,0,0,0,0,100,1.024,34.785504
1,0,1,0,1,0,1,1,0,1,0,0,0,0,200,1.024,34.184845
1,0,1,0,1,0,1,1,0,1,0,0,0,0,500,1.024,32.888978
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2.048,43.520717
1,0,1,0,1,0,1,1,0,1,0,0,0,0,10,2.048,38.227341
1,0,1,0,1,0,1,1,0,1,0,0,0,0,50,2.048,34.277627
1,0,1,0,1,0,1,1,0,1,0,0,0,0,100,2.048,34.84773
1,0,1,0,1,0,1,1,0,1,0,0,0,0,200,2.048,34.72648
1,0,1,0,1,0,1,1,0,1,0,0,0,0,500,2.048,33.026451
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,4.096,42.778814
1,0,1,0,1,0,1,1,0,1,0,0,0,0,10,4.096,37.88002
1,0,1,0,1,0,1,1,0,1,0,0,0,0,50,4.096,34.121228
1,0,1,0,1,0,1,1,0,1,0,0,0,0,100,4.096,33.386549
1,0,1,0,1,0,1,1,0,1,0,0,0,0,200,4.096,34.784471
1,0,1,0,1,0,1,1,0,1,0,0,0,0,500,4.096,33.95722
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.256,47.020871
1,0,1,0,1,1,1,1,0,1,0,0,0,0,10,0.256,42.817396
1,0,1,0,1,1,1,1,0,1,0,0,0,0,50,0.256,37.411012
1,0,1,0,1,1,1,1,0,1,0,0,0,0,100,0.256,36.530846
1,0,1,0,1,1,1,1,0,1,0,0,0,0,200,0.256,37.396809
1,0,1,0,1,1,1,1,0,1,0,0,0,0,500,0.256,34.832839
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.512,47.808382
1,0,1,0,1,1,1,1,0,1,0,0,0,0,10,0.512,42.823851
1,0,1,0,1,1,1,1,0,1,0,0,0,0,50,0.512,37.273524
1,0,1,0,1,1,1,1,0,1,0,0,0,0,100,0.512,37.76662
1,0,1,0,1,1,1,1,0,1,0,0,0,0,200,0.512,36.211219
1,0,1,0,1,1,1,1,0,1,0,0,0,0,500,0.512,36.129982
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1.024,47.611744
1,0,1,0,1,1,1,1,0,1,0,0,0,0,10,1.024,41.316202
1,0,1,0,1,1,1,1,0,1,0,0,0,0,50,1.024,37.610238
1,0,1,0,1,1,1,1,0,1,0,0,0,0,100,1.024,37.436936
1,0,1,0,1,1,1,1,0,1,0,0,0,0,200,1.024,37.598074
1,0,1,0,1,1,1,1,0,1,0,0,0,0,500,1.024,37.219224
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,2.048,47.934677
1,0,1,0,1,1,1,1,0,1,0,0,0,0,10,2.048,43.070748
1,0,1,0,1,1,1,1,0,1,0,0,0,0,50,2.048,37.728672
1,0,1,0,1,1,1,1,0,1,0,0,0,0,100,2.048,36.680767
1,0,1,0,1,1,1,1,0,1,0,0,0,0,200,2.048,36.428854
1,0,1,0,1,1,1,1,0,1,0,0,0,0,500,2.048,37.623019
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,4.096,47.668423
1,0,1,0,1,1,1,1,0,1,0,0,0,0,10,4.096,43.077819
1,0,1,0,1,1,1,1,0,1,0,0,0,0,50,4.096,38.528678
1,0,1,0,1,1,1,1,0,1,0,0,0,0,100,4.096,37.659447
1,0,1,0,1,1,1,1,0,1,0,0,0,0,200,4.096,37.243751
1,0,1,0,1,1,1,1,0,1,0,0,0,0,500,4.096,37.264159
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0.256,40.637781
1,0,1,0,1,0,1,1,0,1,0,0,0,1,10,0.256,37.815142
1,0,1,0,1,0,1,1,0,1,0,0,0,1,50,0.256,33.840648
1,0,1,0,1,0,1,1,0,1,0,0,0,1,100,0.256,33.998389
1,0,1,0,1,0,1,1,0,1,0,0,0,1,200,0.256,33.68436
1,0,1,0,1,0,1,1,0,1,0,0,0,1,500,0.256,33.141606
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0.512,41.649683
1,0,1,0,1,0,1,1,0,1,0,0,0,1,10,0.512,37.527958
1,0,1,0,1,0,1,1,0,1,0,0,0,1,50,0.512,34.700311
1,0,1,0,1,0,1,1,0,1,0,0,0,1,100,0.512,33.328074
1,0,1,0,1,0,1,1,0,1,0,0,0,1,200,0.512,33.594036
1,0,1,0,1,0,1,1,0,1,0,0,0,1,500,0.512,33.499512
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1.024,41.019817
1,0,1,0,1,0,1,1,0,1,0,0,0,1,10,1.024,37.785002
1,0,1,0,1,0,1,1,0,1,0,0,0,1,50,1.024,34.374219
1,0,1,0,1,0,1,1,0,1,0,0,0,1,100,1.024,33.701218
1,0,1,0,1,0,1,1,0,1,0,0,0,1,200,1.024,33.823241
1,0,1,0,1,0,1,1,0,1,0,0,0,1,500,1.024,33.648879
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,2.048,42.233022
1,0,1,0,1,0,1,1,0,1,0,0,0,1,10,2.048,38.012041
1,0,1,0,1,0,1,1,0,1,0,0,0,1,50,2.048,33.839962
1,0,1,0,1,0,1,1,0,1,0,0,0,1,100,2.048,33.390641
1,0,1,0,1,0,1,1,0,1,0,0,0,1,200,2.048,33.215041
1,0,1,0,1,0,1,1,0,1,0,0,0,1,500,2.048,33.17215
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,4.096,42.406976
1,0,1,0,1,0,1,1,0,1,0,0,0,1,10,4.096,36.799467
1,0,1,0,1,0,1,1,0,1,0,0,0,1,50,4.096,33.666806
1,0,1,0,1,0,1,1,0,1,0,0,0,1,100,4.096,33.224747
1,0,1,0,1,0,1,1,0,1,0,0,0,1,200,4.096,33.914639
1,0,1,0,1,0,1,1,0,1,0,0,0,1,500,4.096,33.228836
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.256,46.5369
1,0,1,0,1,1,1,1,0,1,0,0,0,1,10,0.256,42.373596
1,0,1,0,1,1,1,1,0,1,0,0,0,1,50,0.256,37.142753
1,0,1,0,1,1,1,1,0,1,0,0,0,1,100,0.256,36.921
1,0,1,0,1,1,1,1,0,1,0,0,0,1,200,0.256,36.857723
1,0,1,0,1,1,1,1,0,1,0,0,0,1,500,0.256,37.015018
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.512,46.953877
1,0,1,0,1,1,1,1,0,1,0,0,0,1,10,0.512,42.365978
1,0,1,0,1,1,1,1,0,1,0,0,0,1,50,0.512,37.446997
1,0,1,0,1,1,1,1,0,1,0,0,0,1,100,0.512,36.452211
1,0,1,0,1,1,1,1,0,1,0,0,0,1,200,0.512,37.227277
1,0,1,0,1,1,1,1,0,1,0,0,0,1,500,0.512,36.863766
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1.024,47.252647
1,0,1,0,1,1,1,1,0,1,0,0,0,1,10,1.024,41.170572
1,0,1,0,1,1,1,1,0,1,0,0,0,1,50,1.024,38.282238
1,0,1,0,1,1,1,1,0,1,0,0,0,1,100,1.024,37.536512
1,0,1,0,1,1,1,1,0,1,0,0,0,1,200,1.024,36.091407
1,0,1,0,1,1,1,1,0,1,0,0,0,1,500,1.024,36.033985
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,2.048,47.070485
1,0,1,0,1,1,1,1,0,1,0,0,0,1,10,2.048,41.511875
1,0,1,0,1,1,1,1,0,1,0,0,0,1,50,2.048,38.110227
1,0,1,0,1,1,1,1,0,1,0,0,0,1,100,2.048,36.488495
1,0,1,0,1,1,1,1,0,1,0,0,0,1,200,2.048,36.850598
1,0,1,0,1,1,1,1,0,1,0,0,0,1,500,2.048,37.088525
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,4.096,47.332747
1,0,1,0,1,1,1,1,0,1,0,0,0,1,10,4.096,41.588984
1,0,1,0,1,1,1,1,0,1,0,0,0,1,50,4.096,38.535624
1,0,1,0,1,1,1,1,0,1,0,0,0,1,100,4.096,36.981823
1,0,1,0,1,1,1,1,0,1,0,0,0,1,200,4.096,37.085253
1,0,1,0,1,1,1,1,0,1,0,0,0,1,500,4.096,35.758112
1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.256,41.376073
1,0,1,1,0,0,1,1,0,0,0,0,0,0,10,0.256,37.750873
1,0,1,1,0,0,1,1,0,0,0,0,0,0,50,0.256,34.045544
1,0,1,1,0,0,1,1,0,0,0,0,0,0,100,0.256,33.010405
1,0,1,1,0,0,1,1,0,0,0,0,0,0,200,0.256,32.804599
1,0,1,1,0,0,1,1,0,0,0,0,0,0,500,0.256,32.451812
1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.512,41.4466
1,0,1,1,0,0,1,1,0,0,0,0,0,0,10,0.512,37.420267
1,0,1,1,0,0,1,1,0,0,0,0,0,0,50,0.512,33.372846
1,0,1,1,0,0,1,1,0,0,0,0,0,0,100,0.512,33.202224
1,0,1,1,0,0,1,1,0,0,0,0,0,0,200,0.512,34.173305
1,0,1,1,0,0,1,1,0,0,0,0,0,0,500,0.512,32.122762
1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1.024,41.738545
1,0,1,1,0,0,1,1,0,0,0,0,0,0,10,1.024,38.443208
1,0,1,1,0,0,1,1,0,0,0,0,0,0,50,1.024,34.779865
1,0,1,1,0,0,1,1,0,0,0,0,0,0,100,1.024,34.283348
1,0,1,1,0,0,1,1,0,0,0,0,0,0,200,1.024,33.778697
1,0,1,1,0,0,1,1,0,0,0,0,0,0,500,1.024,32.115956
1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2.048,41.893325
1,0,1,1,0,0,1,1,0,0,0,0,0,0,10,2.048,37.44347
1,0,1,1,0,0,1,1,0,0,0,0,0,0,50,2.048,34.930798
1,0,1,1,0,0,1,1,0,0,0,0,0,0,100,2.048,32.972265
1,0,1,1,0,0,1,1,0,0,0,0,0,0,200,2.048,33.160883
1,0,1,1,0,0,1,1,0,0,0,0,0,0,500,2.048,32.168203
1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,4.096,42.449351
1,0,1,1,0,0,1,1,0,0,0,0,0,0,10,4.096,37.582211
1,0,1,1,0,0,1,1,0,0,0,0,0,0,50,4.096,35.411593
1,0,1,1,0,0,1,1,0,0,0,0,0,0,100,4.096,34.911117
1,0,1,1,0,0,1,1,0,0,0,0,0,0,200,4.096,34.044752
1,0,1,1,0,0,1,1,0,0,0,0,0,0,500,4.096,32.384717
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0.256,40.981113
1,0,1,1,0,0,1,1,0,0,0,0,0,1,10,0.256,38.042504
1,0,1,1,0,0,1,1,0,0,0,0,0,1,50,0.256,34.423348
1,0,1,1,0,0,1,1,0,0,0,0,0,1,100,0.256,33.865787
1,0,1,1,0,0,1,1,0,0,0,0,0,1,200,0.256,32.129581
1,0,1,1,0,0,1,1,0,0,0,0,0,1,500,0.256,32.264967
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0.512,42.334816
1,0,1,1,0,0,1,1,0,0,0,0,0,1,10,0.512,38.797144
1,0,1,1,0,0,1,1,0,0,0,0,0,1,50,0.512,34.332747
1,0,1,1,0,0,1,1,0,0,0,0,0,1,100,0.512,33.50166
1,0,1,1,0,0,1,1,0,0,0,0,0,1,200,0.512,33.954107
1,0,1,1,0,0,1,1,0,0,0,0,0,1,500,0.512,33.617246
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1.024,42.154845
1,0,1,1,0,0,1,1,0,0,0,0,0,1,10,1.024,37.115937
1,0,1,1,0,0,1,1,0,0,0,0,0,1,50,1.024,34.218323
1,0,1,1,0,0,1,1,0,0,0,0,0,1,100,1.024,33.53006
1,0,1,1,0,0,1,1,0,0,0,0,0,1,200,1.024,33.820886
1,0,1,1,0,0,1,1,0,0,0,0,0,1,500,1.024,33.633549
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2.048,41.864552
1,0,1,1,0,0,1,1,0,0,0,0,0,1,10,2.048,38.49991
1,0,1,1,0,0,1,1,0,0,0,0,0,1,50,2.048,34.748976
1,0,1,1,0,0,1,1,0,0,0,0,0,1,100,2.048,32.915283
1,0,1,1,0,0,1,1,0,0,0,0,0,1,200,2.048,33.802538
1,0,1,1,0,0,1,1,0,0,0,0,0,1,500,2.048,32.38372
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,4.096,41.795949
1,0,1,1,0,0,1,1,0,0,0,0,0,1,10,4.096,38.664049
1,0,1,1,0,0,1,1,0,0,0,0,0,1,50,4.096,33.429531
1,0,1,1,0,0,1,1,0,0,0,0,0,1,100,4.096,32.839835
1,0,1,1,0,0,1,1,0,0,0,0,0,1,200,4.096,33.800325
1,0,1,1,0,0,1,1,0,0,0,0,0,1,500,4.096,32.117293
1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0.256,42.101637
1,0,1,1,0,0,1,1,0,1,0,0,0,0,10,0.256,38.977436
1,0,1,1,0,0,1,1,0,1,0,0,0,0,50,0.256,34.571344
1,0,1,1,0,0,1,1,0,1,0,0,0,0,100,0.256,34.288252
1,0,1,1,0,0,1,1,0,1,0,0,0,0,200,0.256,34.112857
1,0,1,1,0,0,1,1,0,1,0,0,0,0,500,0.256,32.293165
1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0.512,42.586553
1,0,1,1,0,0,1,1,0,1,0,0,0,0,10,0.512,37.779181
1,0,1,1,0,0,1,1,0,1,0,0,0,0,50,0.512,34.973597
1,0,1,1,0,0,1,1,0,1,0,0,0,0,100,0.512,32.830702
1,0,1,1,0,0,1,1,0,1,0,0,0,0,200,0.512,34.070912
1,0,1,1,0,0,1,1,0,1,0,0,0,0,500,0.512,34.20047
1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1.024,42.693857
1,0,1,1,0,0,1,1,0,1,0,0,0,0,10,1.024,38.03405
1,0,1,1,0,0,1,1,0,1,0,0,0,0,50,1.024,34.074317
1,0,1,1,0,0,1,1,0,1,0,0,0,0,100,1.024,34.811469
1,0,1,1,0,0,1,1,0,1,0,0,0,0,200,1.024,34.535977
1,0,1,1,0,0,1,1,0,1,0,0,0,0,500,1.024,32.984576
1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,2.048,42.844847
1,0,1,1,0,0,1,1,0,1,0,0,0,0,10,2.048,38.921532
1,0,1,1,0,0,1,1,0,1,0,0,0,0,50,2.048,35.620514
1,0,1,1,0,0,1,1,0,1,0,0,0,0,100,2.048,34.400093
1,0,1,1,0,0,1,1,0,1,0,0,0,0,200,2.048,34.782068
1,0,1,1,0,0,1,1,0,1,0,0,0,0,500,2.048,33.692379
1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,4.096,41.701047
1,0,1,1,0,0,1,1,0,1,0,0,0,0,10,4.096,39.184146
1,0,1,1,0,0,1,1,0,1,0,0,0,0,50,4.096,35.440664
1,0,1,1,0,0,1,1,0,1,0,0,0,0,100,4.096,33.694926
1,0,1,1,0,0,1,1,0,1,0,0,0,0,200,4.096,34.800906
1,0,1,1,0,0,1,1,0,1,0,0,0,0,500,4.096,32.652381
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0.256,42.710313
1,0,1,1,0,0,1,1,0,1,0,0,0,1,10,0.256,38.769704
1,0,1,1,0,0,1,1,0,1,0,0,0,1,50,0.256,33.848244
1,0,1,1,0,0,1,1,0,1,0,0,0,1,100,0.256,33.081312
1,0,1,1,0,0,1,1,0,1,0,0,0,1,200,0.256,34.521698
1,0,1,1,0,0,1,1,0,1,0,0,0,1,500,0.256,31.188535
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0.512,42.838756
1,0,1,1,0,0,1,1,0,1,0,0,0,1,10,0.512,39.33563
1,0,1,1,0,0,1,1,0,1,0,0,0,1,50,0.512,33.817158
1,0,1,1,0,0,1,1,0,1,0,0,0,1,100,0.512,32.78661
1,0,1,1,0,0,1,1,0,1,0,0,0,1,200,0.512,32.707394
1,0,1,1,0,0,1,1,0,1,0,0,0,1,500,0.512,33.789041
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1.024,41.941626
1,0,1,1,0,0,1,1,0,1,0,0,0,1,10,1.024,38.024815
1,0,1,1,0,0,1,1,0,1,0,0,0,1,50,1.024,34.571391
1,0,1,1,0,0,1,1,0,1,0,0,0,1,100,1.024,33.029034
1,0,1,1,0,0,1,1,0,1,0,0,0,1,200,1.024,33.636672
1,0,1,1,0,0,1,1,0,1,0,0,0,1,500,1.024,33.801112
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,2.048,42.355805
1,0,1,1,0,0,1,1,0,1,0,0,0,1,10,2.048,39.075039
1,0,1,1,0,0,1,1,0,1,0,0,0,1,50,2.048,34.519398
1,0,1,1,0,0,1,1,0,1,0,0,0,1,100,2.048,35.406901
1,0,1,1,0,0,1,1,0,1,0,0,0,1,200,2.048,33.547873
1,0,1,1,0,0,1,1,0,1,0,0,0,1,500,2.048,32.85942
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,4.096,41.958814
1,0,1,1,0,0,1,1,0,1,0,0,0,1,10,4.096,37.228935
1,0,1,1,0,0,1,1,0,1,0,0,0,1,50,4.096,34.736941
1,0,1,1,0,0,1,1,0,1,0,0,0,1,100,4.096,34.173021
1,0,1,1,0,0,1,1,0,1,0,0,0,1,200,4.096,33.08938
1,0,1,1,0,0,1,1,0,1,0,0,0,1,500,4.096,34.903688
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.256,46.377039
1,0,1,1,0,1,1,1,0,0,0,0,0,0,10,0.256,41.381968
1,0,1,1,0,1,1,1,0,0,0,0,0,0,50,0.256,36.931696
1,0,1,1,0,1,1,1,0,0,0,0,0,0,100,0.256,37.51562
1,0,1,1,0,1,1,1,0,0,0,0,0,0,200,0.256,37.147501
1,0,1,1,0,1,1,1,0,0,0,0,0,0,500,0.256,35.601424
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.512,46.954963
1,0,1,1,0,1,1,1,0,0,0,0,0,0,10,0.512,42.71744
1,0,1,1,0,1,1,1,0,0,0,0,0,0,50,0.512,37.940273
1,0,1,1,0,1,1,1,0,0,0,0,0,0,100,0.512,36.040871
1,0,1,1,0,1,1,1,0,0,0,0,0,0,200,0.512,37.212538
1,0,1,1,0,1,1,1,0,0,0,0,0,0,500,0.512,36.617107
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1.024,46.823833
1,0,1,1,0,1,1,1,0,0,0,0,0,0,10,1.024,41.453477
1,0,1,1,0,1,1,1,0,0,0,0,0,0,50,1.024,38.471037
1,0,1,1,0,1,1,1,0,0,0,0,0,0,100,1.024,37.975948
1,0,1,1,0,1,1,1,0,0,0,0,0,0,200,1.024,36.001785
1,0,1,1,0,1,1,1,0,0,0,0,0,0,500,1.024,36.902432
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,2.048,46.823685
1,0,1,1,0,1,1,1,0,0,0,0,0,0,10,2.048,42.684164
1,0,1,1,0,1,1,1,0,0,0,0,0,0,50,2.048,38.357463
1,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2.048,37.254279
1,0,1,1,0,1,1,1,0,0,0,0,0,0,200,2.048,36.636166
1,0,1,1,0,1,1,1,0,0,0,0,0,0,500,2.048,35.725249
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,4.096,46.118265
1,0,1,1,0,1,1,1,0,0,0,0,0,0,10,4.096,41.495913
1,0,1,1,0,1,1,1,0,0,0,0,0,0,50,4.096,37.344436
1,0,1,1,0,1,1,1,0,0,0,0,0,0,100,4.096,37.342164
1,0,1,1,0,1,1,1,0,0,0,0,0,0,200,4.096,37.039565
1,0,1,1,0,1,1,1,0,0,0,0,0,0,500,4.096,36.875471
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0.256,47.277851
1,0,1,1,0,1,1,1,0,1,0,0,0,0,10,0.256,42.803637
1,0,1,1,0,1,1,1,0,1,0,0,0,0,50,0.256,38.12928
1,0,1,1,0,1,1,1,0,1,0,0,0,0,100,0.256,36.59741
1,0,1,1,0,1,1,1,0,1,0,0,0,0,200,0.256,36.359877
1,0,1,1,0,1,1,1,0,1,0,0,0,0,500,0.256,37.571518
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0.512,47.082437
1,0,1,1,0,1,1,1,0,1,0,0,0,0,10,0.512,41.758946
1,0,1,1,0,1,1,1,0,1,0,0,0,0,50,0.512,38.748835
1,0,1,1,0,1,1,1,0,1,0,0,0,0,100,0.512,37.238539
1,0,1,1,0,1,1,1,0,1,0,0,0,0,200,0.512,37.441927
1,0,1,1,0,1,1,1,0,1,0,0,0,0,500,0.512,35.432785
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1.024,47.015332
1,0,1,1,0,1,1,1,0,1,0,0,0,0,10,1.024,43.534264
1,0,1,1,0,1,1,1,0,1,0,0,0,0,50,1.024,38.311653
1,0,1,1,0,1,1,1,0,1,0,0,0,0,100,1.024,38.050348
1,0,1,1,0,1,1,1,0,1,0,0,0,0,200,1.024,36.086444
1,0,1,1,0,1,1,1,0,1,0,0,0,0,500,1.024,36.005803
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,2.048,46.376227
1,0,1,1,0,1,1,1,0,1,0,0,0,0,10,2.048,42.879604
1,0,1,1,0,1,1,1,0,1,0,0,0,0,50,2.048,37.456653
1,0,1,1,0,1,1,1,0,1,0,0,0,0,100,2.048,36.421914
1,0,1,1,0,1,1,1,0,1,0,0,0,0,200,2.048,37.767167
1,0,1,1,0,1,1,1,0,1,0,0,0,0,500,2.048,36.394156
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,4.096,47.857605
1,0,1,1,0,1,1,1,0,1,0,0,0,0,10,4.096,41.342029
1,0,1,1,0,1,1,1,0,1,0,0,0,0,50,4.096,37.593562
1,0,1,1,0,1,1,1,0,1,0,0,0,0,100,4.096,36.882834
1,0,1,1,0,1,1,1,0,1,0,0,0,0,200,4.096,36.544614
1,0,1,1,0,1,1,1,0,1,0,0,0,0,500,4.096,37.010066
1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.256,47.412899
1,0,1,1,0,1,1,1,0,0,0,0,0,1,10,0.256,42.402093
1,0,1,1,0,1,1,1,0,0,0,0,0,1,50,0.256,38.383092
