Spouts,Max_spout,Topology_level,Netty_min_wait,Message_size,Bolts,Throughput-
1.0,10.0,4.0,100.0,1000000.0,3.0,292.12
1.0,10.0,4.0,100.0,1000000.0,6.0,307.06
1.0,10.0,4.0,1000.0,10.0,1.0,25006.0
1.0,10.0,4.0,1000.0,10.0,2.0,25812.0
1.0,10.0,4.0,1000.0,10.0,3.0,25339.0
1.0,10.0,4.0,1000.0,10.0,6.0,24781.0
1.0,10.0,4.0,1000.0,100.0,1.0,24338.0
1.0,10.0,4.0,1000.0,100.0,2.0,26519.0
1.0,10.0,4.0,1000.0,100.0,3.0,25006.0
1.0,10.0,4.0,1000.0,100.0,6.0,24626.0
1.0,10.0,4.0,1000.0,1000.0,1.0,24012.0
1.0,10.0,4.0,1000.0,1000.0,2.0,25453.0
1.0,10.0,4.0,1000.0,1000.0,3.0,25027.0
1.0,10.0,4.0,1000.0,1000.0,6.0,24317.0
1.0,10.0,4.0,1000.0,10000.0,1.0,18030.0
1.0,10.0,4.0,1000.0,10000.0,2.0,21095.0
1.0,10.0,4.0,1000.0,10000.0,3.0,20820.0
1.0,10.0,4.0,1000.0,10000.0,6.0,20425.0
1.0,10.0,4.0,1000.0,100000.0,1.0,3372.1
1.0,10.0,4.0,1000.0,100000.0,2.0,2737.2
1.0,10.0,4.0,1000.0,100000.0,3.0,3028.2
1.0,10.0,4.0,1000.0,100000.0,6.0,3098.4
1.0,10.0,4.0,1000.0,1000000.0,1.0,340.83
1.0,10.0,4.0,1000.0,1000000.0,2.0,251.78
1.0,10.0,4.0,1000.0,1000000.0,3.0,289.56
1.0,10.0,4.0,1000.0,1000000.0,6.0,304.35
1.0,10.0,5.0,10.0,10.0,1.0,23912.0
1.0,10.0,5.0,10.0,10.0,2.0,23599.0
1.0,10.0,5.0,10.0,10.0,3.0,21684.0
1.0,10.0,5.0,10.0,10.0,6.0,21093.0
1.0,10.0,5.0,10.0,100.0,1.0,23226.0
1.0,10.0,5.0,10.0,100.0,2.0,23834.0
1.0,10.0,5.0,10.0,100.0,3.0,21636.0
1.0,10.0,5.0,10.0,100.0,6.0,20963.0
1.0,10.0,5.0,10.0,1000.0,1.0,22699.0
1.0,10.0,5.0,10.0,1000.0,2.0,23326.0
1.0,10.0,5.0,10.0,1000.0,3.0,21398.0
1.0,10.0,5.0,10.0,1000.0,6.0,20270.0
1.0,10.0,5.0,10.0,10000.0,1.0,13862.0
1.0,10.0,5.0,10.0,10000.0,2.0,15248.0
1.0,10.0,5.0,10.0,10000.0,3.0,16325.0
1.0,10.0,5.0,10.0,10000.0,6.0,15948.0
1.0,10.0,5.0,10.0,100000.0,1.0,1733.3
1.0,10.0,5.0,10.0,100000.0,2.0,1956.6
1.0,10.0,5.0,10.0,100000.0,3.0,2545.8
1.0,10.0,5.0,10.0,100000.0,6.0,2574.0
1.0,10.0,5.0,10.0,1000000.0,1.0,183.5
1.0,10.0,5.0,10.0,1000000.0,2.0,199.44
1.0,10.0,5.0,10.0,1000000.0,3.0,257.94
1.0,10.0,5.0,10.0,1000000.0,6.0,246.44
1.0,10.0,5.0,100.0,10.0,1.0,23831.0
1.0,10.0,5.0,100.0,10.0,2.0,23746.0
1.0,10.0,5.0,100.0,10.0,3.0,21518.0
1.0,10.0,5.0,100.0,10.0,6.0,21034.0
1.0,10.0,5.0,100.0,100.0,1.0,23999.0
1.0,10.0,5.0,100.0,100.0,2.0,24665.0
1.0,10.0,5.0,100.0,100.0,3.0,22050.0
1.0,10.0,5.0,100.0,100.0,6.0,21115.0
1.0,10.0,5.0,100.0,1000.0,1.0,22147.0
1.0,10.0,5.0,100.0,1000.0,2.0,22409.0
1.0,10.0,5.0,100.0,1000.0,3.0,22151.0
1.0,10.0,5.0,100.0,1000.0,6.0,20804.0
1.0,10.0,5.0,100.0,10000.0,1.0,13805.0
1.0,10.0,5.0,100.0,10000.0,2.0,15043.0
1.0,10.0,5.0,100.0,10000.0,3.0,16989.0
1.0,10.0,5.0,100.0,10000.0,6.0,16102.0
1.0,10.0,5.0,100.0,100000.0,1.0,1705.8
1.0,10.0,5.0,100.0,100000.0,2.0,1937.1
1.0,10.0,5.0,100.0,100000.0,3.0,2448.9
1.0,10.0,5.0,100.0,100000.0,6.0,2513.2
1.0,10.0,5.0,100.0,1000000.0,1.0,158.65
1.0,10.0,5.0,100.0,1000000.0,2.0,202.56
1.0,10.0,5.0,100.0,1000000.0,3.0,268.5
1.0,10.0,5.0,100.0,1000000.0,6.0,257.71
1.0,10.0,5.0,1000.0,10.0,1.0,23763.0
1.0,10.0,5.0,1000.0,10.0,2.0,23099.0
1.0,10.0,5.0,1000.0,10.0,3.0,22015.0
1.0,10.0,5.0,1000.0,10.0,6.0,21551.0
1.0,10.0,5.0,1000.0,100.0,1.0,23916.0
1.0,10.0,5.0,1000.0,100.0,2.0,24352.0
1.0,10.0,5.0,1000.0,100.0,3.0,21378.0
1.0,10.0,5.0,1000.0,100.0,6.0,20903.0
1.0,10.0,5.0,1000.0,1000.0,1.0,23041.0
1.0,10.0,5.0,1000.0,1000.0,2.0,22817.0
1.0,10.0,5.0,1000.0,1000.0,3.0,21279.0
1.0,10.0,5.0,1000.0,1000.0,6.0,21143.0
1.0,10.0,5.0,1000.0,10000.0,1.0,13548.0
1.0,10.0,5.0,1000.0,10000.0,2.0,15224.0
1.0,10.0,5.0,1000.0,10000.0,3.0,16430.0
1.0,10.0,5.0,1000.0,10000.0,6.0,16030.0
1.0,10.0,5.0,1000.0,100000.0,1.0,1708.0
1.0,10.0,5.0,1000.0,100000.0,2.0,1926.5
1.0,10.0,5.0,1000.0,100000.0,3.0,2570.6
1.0,10.0,5.0,1000.0,100000.0,6.0,2475.4
1.0,10.0,5.0,1000.0,1000000.0,1.0,166.28
1.0,10.0,5.0,1000.0,1000000.0,2.0,187.67
1.0,10.0,5.0,1000.0,1000000.0,3.0,257.88
1.0,10.0,5.0,1000.0,1000000.0,6.0,229.0
1.0,100.0,2.0,10.0,10.0,1.0,52665.0
1.0,100.0,2.0,10.0,10.0,2.0,57758.0
1.0,100.0,2.0,10.0,10.0,3.0,54813.0
1.0,100.0,2.0,10.0,10.0,6.0,53318.0
1.0,100.0,2.0,10.0,100.0,1.0,54152.0
1.0,100.0,2.0,10.0,100.0,2.0,58396.0
1.0,100.0,2.0,10.0,100.0,3.0,54699.0
1.0,100.0,2.0,10.0,100.0,6.0,52694.0
1.0,100.0,2.0,10.0,1000.0,1.0,48873.0
1.0,100.0,2.0,10.0,1000.0,2.0,61953.0
1.0,100.0,2.0,10.0,1000.0,3.0,57298.0
1.0,100.0,2.0,10.0,1000.0,6.0,54558.0
1.0,100.0,2.0,10.0,10000.0,1.0,29356.0
1.0,100.0,2.0,10.0,10000.0,2.0,34477.0
1.0,100.0,2.0,10.0,10000.0,3.0,50906.0
1.0,100.0,2.0,10.0,10000.0,6.0,50776.0
1.0,100.0,2.0,10.0,100000.0,1.0,3325.0
1.0,100.0,2.0,10.0,100000.0,2.0,3441.4
1.0,100.0,2.0,10.0,100000.0,3.0,5232.1
1.0,100.0,2.0,10.0,100000.0,6.0,5155.8
1.0,100.0,2.0,10.0,1000000.0,1.0,346.5
1.0,100.0,2.0,10.0,1000000.0,2.0,340.41
1.0,100.0,2.0,10.0,1000000.0,3.0,506.33
1.0,100.0,2.0,10.0,1000000.0,6.0,510.24
1.0,100.0,2.0,100.0,10.0,1.0,54348.0
1.0,100.0,2.0,100.0,10.0,2.0,54442.0
1.0,100.0,2.0,100.0,10.0,3.0,54042.0
1.0,100.0,2.0,100.0,10.0,6.0,50003.0
1.0,100.0,2.0,100.0,100.0,1.0,52964.0
1.0,100.0,2.0,100.0,100.0,2.0,56506.0
1.0,100.0,2.0,100.0,100.0,3.0,53547.0
1.0,100.0,2.0,100.0,100.0,6.0,51302.0
1.0,100.0,2.0,100.0,1000.0,1.0,47042.0
1.0,100.0,2.0,100.0,1000.0,2.0,59777.0
1.0,100.0,2.0,100.0,1000.0,3.0,57482.0
1.0,100.0,2.0,100.0,1000.0,6.0,52337.0
1.0,100.0,2.0,100.0,10000.0,1.0,28245.0
1.0,100.0,2.0,100.0,10000.0,2.0,34008.0
1.0,100.0,2.0,100.0,10000.0,3.0,50420.0
1.0,100.0,2.0,100.0,10000.0,6.0,51016.0
1.0,100.0,2.0,100.0,100000.0,1.0,3404.2
1.0,100.0,2.0,100.0,100000.0,2.0,3466.1
1.0,100.0,2.0,100.0,100000.0,3.0,5041.9
1.0,100.0,2.0,100.0,100000.0,6.0,5214.8
1.0,100.0,2.0,100.0,1000000.0,1.0,348.29
1.0,100.0,2.0,100.0,1000000.0,2.0,336.06
1.0,100.0,2.0,100.0,1000000.0,3.0,506.61
1.0,100.0,2.0,100.0,1000000.0,6.0,519.56
1.0,100.0,2.0,1000.0,10.0,1.0,54404.0
1.0,100.0,2.0,1000.0,10.0,2.0,58681.0
1.0,100.0,2.0,1000.0,10.0,3.0,54727.0
1.0,100.0,2.0,1000.0,10.0,6.0,51362.0
1.0,100.0,2.0,1000.0,100.0,1.0,54176.0
1.0,100.0,2.0,1000.0,100.0,2.0,58528.0
1.0,100.0,2.0,1000.0,100.0,3.0,54958.0
1.0,100.0,2.0,1000.0,100.0,6.0,55862.0
1.0,100.0,2.0,1000.0,1000.0,1.0,51441.0
1.0,100.0,2.0,1000.0,1000.0,2.0,60875.0
1.0,100.0,2.0,1000.0,1000.0,3.0,57648.0
1.0,100.0,2.0,1000.0,1000.0,6.0,52730.0
1.0,100.0,2.0,1000.0,10000.0,1.0,30147.0
1.0,100.0,2.0,1000.0,10000.0,2.0,34007.0
1.0,100.0,2.0,1000.0,10000.0,3.0,49427.0
1.0,100.0,2.0,1000.0,10000.0,6.0,50105.0
1.0,100.0,2.0,1000.0,100000.0,1.0,3420.4
1.0,100.0,2.0,1000.0,100000.0,2.0,3408.0
1.0,100.0,2.0,1000.0,100000.0,3.0,5119.8
1.0,100.0,2.0,1000.0,100000.0,6.0,5316.2
1.0,100.0,2.0,1000.0,1000000.0,1.0,340.78
1.0,100.0,2.0,1000.0,1000000.0,2.0,328.78
1.0,100.0,2.0,1000.0,1000000.0,3.0,517.65
1.0,100.0,2.0,1000.0,1000000.0,6.0,549.28
1.0,100.0,3.0,10.0,10.0,1.0,48586.0
1.0,100.0,3.0,10.0,10.0,2.0,48301.0
1.0,100.0,3.0,10.0,10.0,3.0,43668.0
1.0,100.0,3.0,10.0,10.0,6.0,42571.0
1.0,100.0,3.0,10.0,100.0,1.0,47790.0
1.0,100.0,3.0,10.0,100.0,2.0,46779.0
1.0,100.0,3.0,10.0,100.0,3.0,43066.0
1.0,100.0,3.0,10.0,100.0,6.0,44242.0
1.0,100.0,3.0,10.0,1000.0,1.0,41934.0
1.0,100.0,3.0,10.0,1000.0,2.0,48170.0
1.0,100.0,3.0,10.0,1000.0,3.0,41412.0
1.0,100.0,3.0,10.0,1000.0,6.0,41874.0
1.0,100.0,3.0,10.0,10000.0,1.0,27927.0
1.0,100.0,3.0,10.0,10000.0,2.0,34055.0
1.0,100.0,3.0,10.0,10000.0,3.0,38479.0
1.0,100.0,3.0,10.0,10000.0,6.0,37440.0
1.0,100.0,3.0,10.0,100000.0,1.0,3325.6
1.0,100.0,3.0,10.0,100000.0,2.0,3459.6
1.0,100.0,3.0,10.0,100000.0,3.0,3793.3
1.0,100.0,3.0,10.0,100000.0,6.0,3882.3
1.0,100.0,3.0,10.0,1000000.0,1.0,360.39
1.0,100.0,3.0,10.0,1000000.0,2.0,350.83
1.0,100.0,3.0,10.0,1000000.0,3.0,386.18
1.0,100.0,3.0,10.0,1000000.0,6.0,394.06
1.0,100.0,3.0,100.0,10.0,1.0,48569.0
1.0,100.0,3.0,100.0,10.0,2.0,47244.0
1.0,100.0,3.0,100.0,10.0,3.0,45034.0
1.0,100.0,3.0,100.0,10.0,6.0,43290.0
1.0,100.0,3.0,100.0,100.0,1.0,48847.0
1.0,100.0,3.0,100.0,100.0,2.0,47962.0
1.0,100.0,3.0,100.0,100.0,3.0,46151.0
1.0,100.0,3.0,100.0,100.0,6.0,42048.0
1.0,100.0,3.0,100.0,1000.0,1.0,45678.0
1.0,100.0,3.0,100.0,1000.0,2.0,48605.0
1.0,100.0,3.0,100.0,1000.0,3.0,44177.0
1.0,100.0,3.0,100.0,1000.0,6.0,41218.0
1.0,100.0,3.0,100.0,10000.0,1.0,27544.0
1.0,100.0,3.0,100.0,10000.0,2.0,33764.0
1.0,100.0,3.0,100.0,10000.0,3.0,37566.0
1.0,100.0,3.0,100.0,10000.0,6.0,38156.0
1.0,100.0,3.0,100.0,100000.0,1.0,3409.3
1.0,100.0,3.0,100.0,100000.0,2.0,3361.0
1.0,100.0,3.0,100.0,100000.0,3.0,3753.3
1.0,100.0,3.0,100.0,100000.0,6.0,3918.6
1.0,100.0,3.0,100.0,1000000.0,1.0,324.0
1.0,100.0,3.0,100.0,1000000.0,2.0,373.67
1.0,100.0,3.0,100.0,1000000.0,3.0,361.24
1.0,100.0,3.0,100.0,1000000.0,6.0,383.83
1.0,100.0,3.0,1000.0,10.0,1.0,49253.0
1.0,100.0,3.0,1000.0,10.0,2.0,46767.0
1.0,100.0,3.0,1000.0,10.0,3.0,42640.0
1.0,100.0,3.0,1000.0,10.0,6.0,42627.0
1.0,100.0,3.0,1000.0,100.0,1.0,47868.0
1.0,100.0,3.0,1000.0,100.0,2.0,48250.0
1.0,100.0,3.0,1000.0,100.0,3.0,42894.0
1.0,100.0,3.0,1000.0,100.0,6.0,42392.0
1.0,100.0,3.0,1000.0,1000.0,1.0,46472.0
1.0,100.0,3.0,1000.0,1000.0,2.0,47169.0
1.0,100.0,3.0,1000.0,1000.0,3.0,44719.0
1.0,100.0,3.0,1000.0,1000.0,6.0,42393.0
1.0,100.0,3.0,1000.0,10000.0,1.0,27758.0
1.0,100.0,3.0,1000.0,10000.0,2.0,33264.0
1.0,100.0,3.0,1000.0,10000.0,3.0,38182.0
1.0,100.0,3.0,1000.0,10000.0,6.0,37912.0
1.0,100.0,3.0,1000.0,100000.0,1.0,3474.6
1.0,100.0,3.0,1000.0,100000.0,2.0,3391.0
1.0,100.0,3.0,1000.0,100000.0,3.0,3870.6
1.0,100.0,3.0,1000.0,100000.0,6.0,3868.3
1.0,100.0,3.0,1000.0,1000000.0,1.0,341.72
1.0,100.0,3.0,1000.0,1000000.0,2.0,321.39
1.0,100.0,3.0,1000.0,1000000.0,3.0,418.71
1.0,100.0,3.0,1000.0,1000000.0,6.0,410.33
1.0,100.0,4.0,10.0,10.0,1.0,37900.0
1.0,100.0,4.0,10.0,10.0,2.0,37201.0
1.0,100.0,4.0,10.0,10.0,3.0,38929.0
1.0,100.0,4.0,10.0,10.0,6.0,37701.0
1.0,100.0,4.0,10.0,100.0,1.0,37825.0
1.0,100.0,4.0,10.0,100.0,2.0,37208.0
1.0,100.0,4.0,10.0,100.0,3.0,36623.0
1.0,100.0,4.0,10.0,100.0,6.0,36380.0
1.0,100.0,4.0,10.0,1000.0,1.0,35916.0
1.0,100.0,4.0,10.0,1000.0,2.0,37110.0
1.0,100.0,4.0,10.0,1000.0,3.0,37531.0
1.0,100.0,4.0,10.0,1000.0,6.0,35508.0
1.0,100.0,4.0,10.0,10000.0,1.0,26612.0
1.0,100.0,4.0,10.0,10000.0,2.0,27361.0
1.0,100.0,4.0,10.0,10000.0,3.0,30748.0
1.0,100.0,4.0,10.0,10000.0,6.0,30670.0
1.0,100.0,4.0,10.0,100000.0,1.0,3445.4
1.0,100.0,4.0,10.0,100000.0,2.0,2791.5
1.0,100.0,4.0,10.0,100000.0,3.0,3083.4
1.0,100.0,4.0,10.0,100000.0,6.0,3057.9
1.0,100.0,4.0,10.0,1000000.0,1.0,347.56
1.0,100.0,4.0,10.0,1000000.0,2.0,289.65
1.0,100.0,4.0,10.0,1000000.0,3.0,318.89
1.0,100.0,4.0,10.0,1000000.0,6.0,304.12
1.0,100.0,4.0,100.0,10.0,1.0,37674.0
1.0,100.0,4.0,100.0,10.0,2.0,37496.0
1.0,100.0,4.0,100.0,10.0,3.0,37587.0
1.0,100.0,4.0,100.0,10.0,6.0,35369.0
1.0,100.0,4.0,100.0,100.0,1.0,36710.0
1.0,100.0,4.0,100.0,100.0,2.0,36994.0
1.0,100.0,4.0,100.0,100.0,3.0,36565.0
1.0,100.0,4.0,100.0,100.0,6.0,36850.0
1.0,100.0,4.0,100.0,1000.0,1.0,34982.0
1.0,100.0,4.0,100.0,1000.0,2.0,38202.0
1.0,100.0,4.0,100.0,1000.0,3.0,36700.0
1.0,100.0,4.0,100.0,1000.0,6.0,37961.0
1.0,100.0,4.0,100.0,10000.0,1.0,26690.0
1.0,100.0,4.0,100.0,10000.0,2.0,26702.0
1.0,100.0,4.0,100.0,10000.0,3.0,30567.0
1.0,100.0,4.0,100.0,10000.0,6.0,29951.0
1.0,100.0,4.0,100.0,100000.0,1.0,3428.7
1.0,100.0,4.0,100.0,100000.0,2.0,2827.6
1.0,100.0,4.0,100.0,100000.0,3.0,3074.1
1.0,100.0,4.0,100.0,100000.0,6.0,3092.6
1.0,100.0,4.0,100.0,1000000.0,1.0,326.44
1.0,100.0,4.0,100.0,1000000.0,2.0,269.28
1.0,100.0,4.0,100.0,1000000.0,3.0,296.89
1.0,100.0,4.0,100.0,1000000.0,6.0,310.39
1.0,100.0,4.0,1000.0,10.0,1.0,34095.0
1.0,100.0,4.0,1000.0,10.0,2.0,37169.0
1.0,100.0,4.0,1000.0,10.0,3.0,38153.0
1.0,100.0,4.0,1000.0,10.0,6.0,36980.0
1.0,100.0,4.0,1000.0,100.0,1.0,34413.0
1.0,100.0,4.0,1000.0,100.0,2.0,37985.0
1.0,100.0,4.0,1000.0,100.0,3.0,39135.0
1.0,100.0,4.0,1000.0,100.0,6.0,36101.0
1.0,100.0,4.0,1000.0,1000.0,1.0,34958.0
1.0,100.0,4.0,1000.0,1000.0,2.0,37804.0
1.0,100.0,4.0,1000.0,1000.0,3.0,38527.0
1.0,100.0,4.0,1000.0,1000.0,6.0,35793.0
1.0,100.0,4.0,1000.0,10000.0,1.0,26001.0
1.0,100.0,4.0,1000.0,10000.0,2.0,26690.0
1.0,100.0,4.0,1000.0,10000.0,3.0,30607.0
1.0,100.0,4.0,1000.0,10000.0,6.0,30537.0
1.0,100.0,4.0,1000.0,100000.0,1.0,3401.2
1.0,100.0,4.0,1000.0,100000.0,2.0,2705.8
1.0,100.0,4.0,1000.0,100000.0,3.0,3094.2
1.0,100.0,4.0,1000.0,100000.0,6.0,3106.5
1.0,100.0,4.0,1000.0,1000000.0,1.0,343.24
1.0,100.0,4.0,1000.0,1000000.0,2.0,293.89
1.0,100.0,4.0,1000.0,1000000.0,3.0,317.29
1.0,100.0,4.0,1000.0,1000000.0,6.0,289.11
1.0,100.0,5.0,10.0,10.0,1.0,32035.0
1.0,100.0,5.0,10.0,10.0,2.0,37061.0
1.0,100.0,5.0,10.0,10.0,3.0,32963.0
1.0,100.0,5.0,10.0,10.0,6.0,31497.0
1.0,100.0,5.0,10.0,100.0,1.0,32073.0
1.0,100.0,5.0,10.0,100.0,2.0,35448.0
1.0,100.0,5.0,10.0,100.0,3.0,32781.0
1.0,100.0,5.0,10.0,100.0,6.0,31813.0
1.0,100.0,5.0,10.0,1000.0,1.0,27068.0
1.0,100.0,5.0,10.0,1000.0,2.0,37080.0
1.0,100.0,5.0,10.0,1000.0,3.0,32538.0
1.0,100.0,5.0,10.0,1000.0,6.0,31901.0
1.0,100.0,5.0,10.0,10000.0,1.0,16998.0
1.0,100.0,5.0,10.0,10000.0,2.0,19462.0
1.0,100.0,5.0,10.0,10000.0,3.0,25733.0
1.0,100.0,5.0,10.0,10000.0,6.0,25227.0
1.0,100.0,5.0,10.0,100000.0,1.0,1669.6
1.0,100.0,5.0,10.0,100000.0,2.0,1942.8
1.0,100.0,5.0,10.0,100000.0,3.0,2604.5
1.0,100.0,5.0,10.0,100000.0,6.0,2567.8
1.0,100.0,5.0,10.0,1000000.0,1.0,163.83
1.0,100.0,5.0,10.0,1000000.0,2.0,209.39
1.0,100.0,5.0,10.0,1000000.0,3.0,261.78
1.0,100.0,5.0,10.0,1000000.0,6.0,234.18
1.0,100.0,5.0,100.0,10.0,1.0,34025.0
1.0,100.0,5.0,100.0,10.0,2.0,34763.0
1.0,100.0,5.0,100.0,10.0,3.0,32082.0
1.0,100.0,5.0,100.0,10.0,6.0,30297.0
1.0,100.0,5.0,100.0,100.0,1.0,32171.0
1.0,100.0,5.0,100.0,100.0,2.0,35391.0
1.0,100.0,5.0,100.0,100.0,3.0,32614.0
1.0,100.0,5.0,100.0,100.0,6.0,32225.0
1.0,100.0,5.0,100.0,1000.0,1.0,29717.0
1.0,100.0,5.0,100.0,1000.0,2.0,34693.0
1.0,100.0,5.0,100.0,1000.0,3.0,30393.0
1.0,100.0,5.0,100.0,1000.0,6.0,30199.0
1.0,100.0,5.0,100.0,10000.0,1.0,17206.0
1.0,100.0,5.0,100.0,10000.0,2.0,19395.0
1.0,100.0,5.0,100.0,10000.0,3.0,25744.0
1.0,100.0,5.0,100.0,10000.0,6.0,25384.0
1.0,100.0,5.0,100.0,100000.0,1.0,1724.8
1.0,100.0,5.0,100.0,100000.0,2.0,1987.6
1.0,100.0,5.0,100.0,100000.0,3.0,2511.4
1.0,100.0,5.0,100.0,100000.0,6.0,2544.1
1.0,100.0,5.0,100.0,1000000.0,1.0,160.89
1.0,100.0,5.0,100.0,1000000.0,2.0,195.82
1.0,100.0,5.0,100.0,1000000.0,3.0,270.5
1.0,100.0,5.0,100.0,1000000.0,6.0,256.17
1.0,100.0,5.0,1000.0,10.0,1.0,33350.0
1.0,100.0,5.0,1000.0,10.0,2.0,36398.0
1.0,100.0,5.0,1000.0,10.0,3.0,33613.0
1.0,100.0,5.0,1000.0,10.0,6.0,31014.0
1.0,100.0,5.0,1000.0,100.0,1.0,32918.0
1.0,100.0,5.0,1000.0,100.0,2.0,35522.0
1.0,100.0,5.0,1000.0,100.0,3.0,33036.0
1.0,100.0,5.0,1000.0,100.0,6.0,31720.0
1.0,100.0,5.0,1000.0,1000.0,1.0,29106.0
1.0,100.0,5.0,1000.0,1000.0,2.0,35680.0
1.0,100.0,5.0,1000.0,1000.0,3.0,31617.0
1.0,100.0,5.0,1000.0,1000.0,6.0,32395.0
1.0,100.0,5.0,1000.0,10000.0,1.0,16940.0
1.0,100.0,5.0,1000.0,10000.0,2.0,19112.0
1.0,100.0,5.0,1000.0,10000.0,3.0,25407.0
1.0,100.0,5.0,1000.0,10000.0,6.0,25815.0
1.0,100.0,5.0,1000.0,100000.0,1.0,1782.4
1.0,100.0,5.0,1000.0,100000.0,2.0,1973.1
1.0,100.0,5.0,1000.0,100000.0,3.0,2527.2
1.0,100.0,5.0,1000.0,100000.0,6.0,2545.7
1.0,100.0,5.0,1000.0,1000000.0,1.0,173.17
1.0,100.0,5.0,1000.0,1000000.0,2.0,197.28
1.0,100.0,5.0,1000.0,1000000.0,3.0,267.18
1.0,100.0,5.0,1000.0,1000000.0,6.0,260.5
1.0,1000.0,2.0,10.0,10.0,1.0,57630.0
1.0,1000.0,2.0,10.0,10.0,2.0,62027.0
1.0,1000.0,2.0,10.0,10.0,3.0,57027.0
1.0,1000.0,2.0,10.0,10.0,6.0,55198.0
1.0,1000.0,2.0,10.0,100.0,1.0,60090.0
1.0,1000.0,2.0,10.0,100.0,2.0,59865.0
1.0,1000.0,2.0,10.0,100.0,3.0,56310.0
1.0,1000.0,2.0,10.0,100.0,6.0,56220.0
1.0,1000.0,2.0,10.0,1000.0,1.0,52972.0
1.0,1000.0,2.0,10.0,1000.0,2.0,61362.0
1.0,1000.0,2.0,10.0,1000.0,3.0,60512.0
1.0,1000.0,2.0,10.0,1000.0,6.0,57013.0
1.0,1000.0,2.0,10.0,10000.0,1.0,26753.0
1.0,1000.0,2.0,10.0,10000.0,2.0,34021.0
1.0,1000.0,2.0,10.0,10000.0,3.0,51281.0
1.0,1000.0,2.0,10.0,10000.0,6.0,50942.0
1.0,1000.0,2.0,10.0,100000.0,1.0,3410.6
1.0,1000.0,2.0,10.0,100000.0,2.0,3461.7
1.0,1000.0,2.0,10.0,100000.0,3.0,5218.8
1.0,1000.0,2.0,10.0,100000.0,6.0,5173.3
1.0,1000.0,2.0,10.0,1000000.0,1.0,363.67
1.0,1000.0,2.0,10.0,1000000.0,2.0,368.44
1.0,1000.0,2.0,10.0,1000000.0,3.0,533.47
1.0,1000.0,2.0,10.0,1000000.0,6.0,536.28
1.0,1000.0,2.0,100.0,10.0,1.0,57841.0
1.0,1000.0,2.0,100.0,10.0,2.0,57042.0
1.0,1000.0,2.0,100.0,10.0,3.0,58707.0
1.0,1000.0,2.0,100.0,10.0,6.0,53540.0
1.0,1000.0,2.0,100.0,100.0,1.0,57166.0
1.0,1000.0,2.0,100.0,100.0,2.0,56413.0
1.0,1000.0,2.0,100.0,100.0,3.0,57019.0
1.0,1000.0,2.0,100.0,100.0,6.0,56337.0
1.0,1000.0,2.0,100.0,1000.0,1.0,50918.0
1.0,1000.0,2.0,100.0,1000.0,2.0,65324.0
1.0,1000.0,2.0,100.0,1000.0,3.0,58050.0
1.0,1000.0,2.0,100.0,1000.0,6.0,58881.0
1.0,1000.0,2.0,100.0,10000.0,1.0,27554.0
1.0,1000.0,2.0,100.0,10000.0,2.0,34105.0
1.0,1000.0,2.0,100.0,10000.0,3.0,50731.0
1.0,1000.0,2.0,100.0,10000.0,6.0,50548.0
1.0,1000.0,2.0,100.0,100000.0,1.0,3478.1
1.0,1000.0,2.0,100.0,100000.0,2.0,3415.5
1.0,1000.0,2.0,100.0,100000.0,3.0,5240.6
1.0,1000.0,2.0,100.0,100000.0,6.0,5185.8
1.0,1000.0,2.0,100.0,1000000.0,1.0,343.0
1.0,1000.0,2.0,100.0,1000000.0,2.0,354.11
1.0,1000.0,2.0,100.0,1000000.0,3.0,524.35
1.0,1000.0,2.0,100.0,1000000.0,6.0,509.67
1.0,1000.0,2.0,1000.0,10.0,1.0,56976.0
1.0,1000.0,2.0,1000.0,10.0,2.0,58420.0
1.0,1000.0,2.0,1000.0,10.0,3.0,58593.0
1.0,1000.0,2.0,1000.0,10.0,6.0,54857.0
1.0,1000.0,2.0,1000.0,100.0,1.0,59356.0
1.0,1000.0,2.0,1000.0,100.0,2.0,57351.0
1.0,1000.0,2.0,1000.0,100.0,3.0,60488.0
1.0,1000.0,2.0,1000.0,100.0,6.0,53813.0
1.0,1000.0,2.0,1000.0,1000.0,1.0,52893.0
1.0,1000.0,2.0,1000.0,1000.0,2.0,65675.0
1.0,1000.0,2.0,1000.0,1000.0,3.0,58908.0
1.0,1000.0,2.0,1000.0,1000.0,6.0,56140.0
1.0,1000.0,2.0,1000.0,10000.0,1.0,27122.0
1.0,1000.0,2.0,1000.0,10000.0,2.0,34227.0
1.0,1000.0,2.0,1000.0,10000.0,3.0,51718.0
1.0,1000.0,2.0,1000.0,10000.0,6.0,50467.0
1.0,1000.0,2.0,1000.0,100000.0,1.0,3470.2
1.0,1000.0,2.0,1000.0,100000.0,2.0,3437.0
1.0,1000.0,2.0,1000.0,100000.0,3.0,5225.9
1.0,1000.0,2.0,1000.0,100000.0,6.0,5137.2
1.0,1000.0,2.0,1000.0,1000000.0,1.0,342.18
1.0,1000.0,2.0,1000.0,1000000.0,2.0,352.39
1.0,1000.0,2.0,1000.0,1000000.0,3.0,511.0
1.0,1000.0,2.0,1000.0,1000000.0,6.0,517.06
1.0,1000.0,3.0,10.0,10.0,1.0,55226.0
1.0,1000.0,3.0,10.0,10.0,2.0,49292.0
1.0,1000.0,3.0,10.0,10.0,3.0,45804.0
1.0,1000.0,3.0,10.0,10.0,6.0,44912.0
